name,row,ciclo,anio,calendario,clave_plantel,cve_programa,aspirantes_h,aspirantes_m,aspirantes_nb,aspirantes_t,admitidos_h,admitidos_m,admitidos_nb,admitidos_t,no_admitidos_h,no_admitidos_m,no_admitidos_nb,no_admitidos_t,por_admision,cupo,puntaje_minimo
13 Admisión 2024A 1 14MMS0607X BG,1,2024-2025,2024,B,14MMS0607X,BG,,,,1002,,,,451,,,,551,45.00998004,,154.837
13 Admisión 2024A 2 14MMS0608W BG,2,2024-2025,2024,B,14MMS0608W,BG,,,,1542,,,,630,,,,912,40.85603113,,151.641
13 Admisión 2024A 3 14MMS0609V BG,3,2024-2025,2024,B,14MMS0609V,BG,,,,1147,,,,480,,,,667,41.84829991,,156.121
13 Admisión 2024A 4 14MMS0610K BG,4,2024-2025,2024,B,14MMS0610K,BG,,,,772,,,,400,,,,372,51.8134715,,152.004
13 Admisión 2024A 5 14MMS0611J BG,5,2024-2025,2024,B,14MMS0611J,BG,,,,1346,,,,450,,,,896,33.43239227,,168.71
13 Admisión 2024A 6 14MMS0612I BG,6,2024-2025,2024,B,14MMS0612I,BG,,,,1856,,,,1000,,,,856,53.87931034,,144.681
13 Admisión 2024A 7 14MMS0613H BG,7,2024-2025,2024,B,14MMS0613H,BG,,,,2004,,,,1000,,,,1004,49.9001996,,149.363
13 Admisión 2024A 8 14MMS0647Y BG,8,2024-2025,2024,B,14MMS0647Y,BG,,,,1362,,,,600,,,,762,44.05286344,,148.764
13 Admisión 2024A 9 14MMS0762P BG,9,2024-2025,2024,B,14MMS0762P,BG,,,,91,,,,91,,,,0,100,,123.617
13 Admisión 2024A 10 14MMS0761Q BG,10,2024-2025,2024,B,14MMS0761Q,BG,,,,108,,,,108,,,,0,100,,116.628
13 Admisión 2024A 11 14MMS0648X BG,11,2024-2025,2024,B,14MMS0648X,BG,,,,1596,,,,600,,,,996,37.59398496,,161.629
13 Admisión 2024A 12 14MMS0649W BG,12,2024-2025,2024,B,14MMS0649W,BG,,,,1876,,,,720,,,,1156,38.37953092,,158.836
13 Admisión 2024A 13 14MMS0650L 3093100005,13,2024-2025,2024,B,14MMS0650L,3093100005,,,,177,,,,70,,,,107,39.5480226,,157.425
13 Admisión 2024A 14 14MMS0650L 3095300007,14,2024-2025,2024,B,14MMS0650L,3095300007,,,,140,,,,70,,,,70,50,,157.734
13 Admisión 2024A 15 14MMS0650L BG,15,2024-2025,2024,B,14MMS0650L,BG,,,,1235,,,,540,,,,695,43.72469636,,156.057
13 Admisión 2024A 16 14MMS0646Z BG,16,2024-2025,2024,B,14MMS0646Z,BG,,,,1046,,,,1046,,,,0,100,,110.249
13 Admisión 2024A 17 14MMS0615F BG,17,2024-2025,2024,B,14MMS0615F,BG,,,,1657,,,,450,,,,1207,27.15751358,,160.138
13 Admisión 2024A 18 14MMS0630Y BG,18,2024-2025,2024,B,14MMS0630Y,BG,,,,921,,,,360,,,,561,39.08794788,,152.735
13 Admisión 2024A 19 14MMS0641D BG,19,2024-2025,2024,B,14MMS0641D,BG,,,,171,,,,90,,,,81,52.63157895,,141.752
13 Admisión 2024A 20 14MMS0631X BG,20,2024-2025,2024,B,14MMS0631X,BG,,,,1245,,,,600,,,,645,48.19277108,,150.995
13 Admisión 2024A 21 14MMS0636S BG,21,2024-2025,2024,B,14MMS0636S,BG,,,,950,,,,540,,,,410,56.84210526,,138.519
13 Admisión 2024A 22 14MMS0752I 3061300004,22,2024-2025,2024,B,14MMS0752I,3061300004,,,,305,,,,110,,,,195,36.06557377,,152.73
13 Admisión 2024A 23 14MMS0752I 3000000001,23,2024-2025,2024,B,14MMS0752I,3000000001,,,,364,,,,110,,,,254,30.21978022,,150.776
13 Admisión 2024A 24 14MMS0752I BG,24,2024-2025,2024,B,14MMS0752I,BG,,,,1068,,,,550,,,,518,51.49812734,,147.24
13 Admisión 2024A 25 14MMS0753H BG,25,2024-2025,2024,B,14MMS0753H,BG,,,,1246,,,,500,,,,746,40.12841091,,149.478
13 Admisión 2024A 26 14MMS0757D BG,26,2024-2025,2024,B,14MMS0757D,BG,,,,1122,,,,450,,,,672,40.10695187,,152.466
13 Admisión 2024A 27 14MMS0756E BG,27,2024-2025,2024,B,14MMS0756E,BG,,,,954,,,,500,,,,454,52.41090147,,142.367
13 Admisión 2024A 28 14MMS0878P BG,28,2024-2025,2024,B,14MMS0878P,BG,,,,619,,,,350,,,,269,56.54281099,,140.967
13 Admisión 2024A 29 14MMS0844Z BG,29,2024-2025,2024,B,14MMS0844Z,BG,,,,1271,,,,540,,,,731,42.48623131,,148.637
13 Admisión 2024A 30 14MMS0776S 2072300001,30,2024-2025,2024,B,14MMS0776S,2072300001,,,,11,,,,0,,,,11,0,,0
13 Admisión 2024A 31 14MMS0776S 2072400003,31,2024-2025,2024,B,14MMS0776S,2072400003,,,,24,,,,24,,,,0,100,,122.686
13 Admisión 2024A 32 14MMS0776S 3071700002,32,2024-2025,2024,B,14MMS0776S,3071700002,,,,76,,,,40,,,,36,52.63157895,,150.938
13 Admisión 2024A 33 14MMS0776S 2071200002,33,2024-2025,2024,B,14MMS0776S,2071200002,,,,115,,,,80,,,,35,69.56521739,,143.873
13 Admisión 2024A 34 14MMS0776S 2071400003,34,2024-2025,2024,B,14MMS0776S,2071400003,,,,104,,,,80,,,,24,76.92307692,,146.143
13 Admisión 2024A 35 14MMS0776S 2071100002,35,2024-2025,2024,B,14MMS0776S,2071100002,,,,250,,,,160,,,,90,64,,139.437
13 Admisión 2024A 36 14MMS0776S 2072100002,36,2024-2025,2024,B,14MMS0776S,2072100002,,,,248,,,,160,,,,88,64.51612903,,145.674
13 Admisión 2024A 37 14MMS0776S 3073200001,37,2024-2025,2024,B,14MMS0776S,3073200001,,,,279,,,,135,,,,144,48.38709677,,153.188
13 Admisión 2024A 38 14MMS0776S 2062200013,38,2024-2025,2024,B,14MMS0776S,2062200013,,,,320,,,,180,,,,140,56.25,,151.2
13 Admisión 2024A 39 14MMS0799C 2062100003,39,2024-2025,2024,B,14MMS0799C,2062100003,,,,40,,,,40,,,,0,100,,122.343
13 Admisión 2024A 40 14MMS0799C 2072000001,40,2024-2025,2024,B,14MMS0799C,2072000001,,,,49,,,,40,,,,9,81.63265306,,138.021
13 Admisión 2024A 41 14MMS0799C 2071200011,41,2024-2025,2024,B,14MMS0799C,2071200011,,,,53,,,,30,,,,23,56.60377358,,148.265
13 Admisión 2024A 42 14MMS0799C 3041100005,42,2024-2025,2024,B,14MMS0799C,3041100005,,,,121,,,,70,,,,51,57.85123967,,147.709
13 Admisión 2024A 43 14MMS0799C 2051200001,43,2024-2025,2024,B,14MMS0799C,2051200001,,,,153,,,,80,,,,73,52.2875817,,152.854
13 Admisión 2024A 44 14MMS0799C 3042000001,44,2024-2025,2024,B,14MMS0799C,3042000001,,,,195,,,,80,,,,115,41.02564103,,158.359
13 Admisión 2024A 45 14MMS0799C 2062200007,45,2024-2025,2024,B,14MMS0799C,2062200007,,,,163,,,,80,,,,83,49.0797546,,156.153
13 Admisión 2024A 46 14MMS0645Z 3021700001,46,2024-2025,2024,B,14MMS0645Z,3021700001,,,,107,,,,80,,,,27,74.76635514,,131.976
13 Admisión 2024A 47 14MMS0645Z 3042100026,47,2024-2025,2024,B,14MMS0645Z,3042100026,,,,279,,,,100,,,,179,35.84229391,,153.901
13 Admisión 2024A 48 14MMS0645Z BGC,48,2024-2025,2024,B,14MMS0645Z,BGC,,,,1576,,,,590,,,,986,37.43654822,,153.579
13 Admisión 2024A 49 14MMS0623O BGC,49,2024-2025,2024,B,14MMS0623O,BGC,,,,1762,,,,600,,,,1162,34.05221339,,155.474
13 Admisión 2024A 50 14MMS0614G 3101600003,50,2024-2025,2024,B,14MMS0614G,3101600003,,,,201,,,,201,,,,0,100,,121.282
13 Admisión 2024A 51 14MMS0614G BGC,51,2024-2025,2024,B,14MMS0614G,BGC,,,,2152,,,,900,,,,1252,41.82156134,,156.799
13 Admisión 2024A 52 14MMS0640E BGC,52,2024-2025,2024,B,14MMS0640E,BGC,,,,310,,,,180,,,,130,58.06451613,,137.514
13 Admisión 2024A 53 14MMS0643B BGC,53,2024-2025,2024,B,14MMS0643B,BGC,,,,298,,,,200,,,,98,67.11409396,,138.42
13 Admisión 2024A 54 14MMS0727J BGC,54,2024-2025,2024,B,14MMS0727J,BGC,,,,46,,,,46,,,,0,100,,122.867
13 Admisión 2024A 55 14MMS0717C 3042000001,55,2024-2025,2024,B,14MMS0717C,3042000001,,,,38,,,,38,,,,0,100,,122.805
13 Admisión 2024A 56 14MMS0717C 3101600003,56,2024-2025,2024,B,14MMS0717C,3101600003,,,,37,,,,37,,,,0,100,,129.694
13 Admisión 2024A 57 14MMS0717C BGC,57,2024-2025,2024,B,14MMS0717C,BGC,,,,130,,,,130,,,,0,100,,121.289
13 Admisión 2024A 58 14MMS0741C BGC,58,2024-2025,2024,B,14MMS0741C,BGC,,,,75,,,,50,,,,25,66.66666667,,134.517
13 Admisión 2024A 59 14MMS0617D BGC,59,2024-2025,2024,B,14MMS0617D,BGC,,,,543,,,,360,,,,183,66.29834254,,143.6
13 Admisión 2024A 60 14MMS0662Q BGC,60,2024-2025,2024,B,14MMS0662Q,BGC,,,,94,,,,94,,,,0,100,,111.735
13 Admisión 2024A 61 14MMS0663P BGC,61,2024-2025,2024,B,14MMS0663P,BGC,,,,46,,,,46,,,,0,100,,123.702
13 Admisión 2024A 62 14MMS0664O BGC,62,2024-2025,2024,B,14MMS0664O,BGC,,,,51,,,,51,,,,0,100,,124.943
13 Admisión 2024A 63 14MMS0665N BGC,63,2024-2025,2024,B,14MMS0665N,BGC,,,,123,,,,123,,,,0,100,,116.972
13 Admisión 2024A 64 14MMS0619B BGC,64,2024-2025,2024,B,14MMS0619B,BGC,,,,515,,,,270,,,,245,52.42718447,,150.801
13 Admisión 2024A 65 14MMS0666M BGC,65,2024-2025,2024,B,14MMS0666M,BGC,,,,123,,,,123,,,,0,100,,117.768
13 Admisión 2024A 66 14MMS0667L BGC,66,2024-2025,2024,B,14MMS0667L,BGC,,,,117,,,,117,,,,0,100,,122.874
13 Admisión 2024A 67 14MMS0728I BGC,67,2024-2025,2024,B,14MMS0728I,BGC,,,,53,,,,53,,,,0,100,,123.682
13 Admisión 2024A 68 14MMS0618C BGC,68,2024-2025,2024,B,14MMS0618C,BGC,,,,558,,,,500,,,,58,89.60573477,,131.053
13 Admisión 2024A 69 14MMS0668K BGC,69,2024-2025,2024,B,14MMS0668K,BGC,,,,233,,,,190,,,,43,81.54506438,,135.306
13 Admisión 2024A 70 14MMS0747X BGC,70,2024-2025,2024,B,14MMS0747X,BGC,,,,215,,,,215,,,,0,100,,115.646
13 Admisión 2024A 71 14MMS0750K BGC,71,2024-2025,2024,B,14MMS0750K,BGC,,,,96,,,,96,,,,0,100,,120.429
13 Admisión 2024A 72 14MMS0621Q BGC,72,2024-2025,2024,B,14MMS0621Q,BGC,,,,683,,,,320,,,,363,46.85212299,,151.143
13 Admisión 2024A 73 14MMS0622P BGC,73,2024-2025,2024,B,14MMS0622P,BGC,,,,152,,,,152,,,,0,100,,119.813
13 Admisión 2024A 74 14MMS0732V BGC,74,2024-2025,2024,B,14MMS0732V,BGC,,,,70,,,,70,,,,0,100,,118.58
13 Admisión 2024A 75 14MMS0733U BGC,75,2024-2025,2024,B,14MMS0733U,BGC,,,,32,,,,32,,,,0,100,,118.151
13 Admisión 2024A 76 14MMS0674V BGC,76,2024-2025,2024,B,14MMS0674V,BGC,,,,62,,,,62,,,,0,100,,118.154
13 Admisión 2024A 77 14MMS0734T BGC,77,2024-2025,2024,B,14MMS0734T,BGC,,,,29,,,,29,,,,0,100,,114.935
13 Admisión 2024A 78 14MMS0675U BGC,78,2024-2025,2024,B,14MMS0675U,BGC,,,,45,,,,45,,,,0,100,,107.509
13 Admisión 2024A 79 14MMS0676T BGC,79,2024-2025,2024,B,14MMS0676T,BGC,,,,104,,,,104,,,,0,100,,120.355
13 Admisión 2024A 80 14MMS0735S BGC,80,2024-2025,2024,B,14MMS0735S,BGC,,,,39,,,,39,,,,0,100,,125.51
13 Admisión 2024A 81 14MMS0736R BGC,81,2024-2025,2024,B,14MMS0736R,BGC,,,,38,,,,38,,,,0,100,,120.09
13 Admisión 2024A 82 14MMS0737Q BGC,82,2024-2025,2024,B,14MMS0737Q,BGC,,,,33,,,,33,,,,0,100,,126.115
13 Admisión 2024A 83 14MMS0677S BGC,83,2024-2025,2024,B,14MMS0677S,BGC,,,,83,,,,83,,,,0,100,,114.972
13 Admisión 2024A 84 14MMS0651K 3101600003,84,2024-2025,2024,B,14MMS0651K,3101600003,,,,100,,,,50,,,,50,50,,142.119
13 Admisión 2024A 85 14MMS0651K BGC,85,2024-2025,2024,B,14MMS0651K,BGC,,,,453,,,,200,,,,253,44.15011038,,153.959
13 Admisión 2024A 86 14MMS0698E BGC,86,2024-2025,2024,B,14MMS0698E,BGC,,,,124,,,,124,,,,0,100,,119.482
13 Admisión 2024A 87 14MMS0624N BGC,87,2024-2025,2024,B,14MMS0624N,BGC,,,,227,,,,200,,,,27,88.10572687,,128.135
13 Admisión 2024A 88 14MMS0682D BGC,88,2024-2025,2024,B,14MMS0682D,BGC,,,,95,,,,70,,,,25,73.68421053,,135.665
13 Admisión 2024A 89 14MMS0683C BGC,89,2024-2025,2024,B,14MMS0683C,BGC,,,,125,,,,100,,,,25,80,,132.964
13 Admisión 2024A 90 14MMS0626L BGC,90,2024-2025,2024,B,14MMS0626L,BGC,,,,819,,,,440,,,,379,53.72405372,,146.571
13 Admisión 2024A 91 14MMS0758C BGC,91,2024-2025,2024,B,14MMS0758C,BGC,,,,69,,,,69,,,,0,100,,117.702
13 Admisión 2024A 92 14MMS0680F BGC,92,2024-2025,2024,B,14MMS0680F,BGC,,,,86,,,,86,,,,0,100,,113.131
13 Admisión 2024A 93 14MMS0681E BGC,93,2024-2025,2024,B,14MMS0681E,BGC,,,,102,,,,102,,,,0,100,,118.942
13 Admisión 2024A 94 14MMS0707W BGC,94,2024-2025,2024,B,14MMS0707W,BGC,,,,323,,,,323,,,,0,100,,112.637
13 Admisión 2024A 95 14MMS0625M BGC,95,2024-2025,2024,B,14MMS0625M,BGC,,,,233,,,,233,,,,0,100,,114.834
13 Admisión 2024A 96 14MMS0738P BGC,96,2024-2025,2024,B,14MMS0738P,BGC,,,,36,,,,36,,,,0,100,,123.273
13 Admisión 2024A 97 14MMS0684B BGC,97,2024-2025,2024,B,14MMS0684B,BGC,,,,46,,,,46,,,,0,100,,114.784
13 Admisión 2024A 98 14MMS0687Z BGC,98,2024-2025,2024,B,14MMS0687Z,BGC,,,,33,,,,33,,,,0,100,,122.833
13 Admisión 2024A 99 14MMS0688Y BGC,99,2024-2025,2024,B,14MMS0688Y,BGC,,,,63,,,,63,,,,0,100,,113.931
13 Admisión 2024A 100 14MMS0652J BGC,100,2024-2025,2024,B,14MMS0652J,BGC,,,,223,,,,160,,,,63,71.74887892,,141.69
13 Admisión 2024A 101 14MMS0718B 3042000001,101,2024-2025,2024,B,14MMS0718B,3042000001,,,,23,,,,23,,,,0,100,,117.857
13 Admisión 2024A 102 14MMS0718B 3101600003,102,2024-2025,2024,B,14MMS0718B,3101600003,,,,76,,,,76,,,,0,100,,121.869
