name,row,ciclo,cve_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
831 2022-2023 14USU0120N 8042100051,831,2022-2023,14USU0120N,8042100051,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,1
832 2022-2023 14USU0120N 8042500005,832,2022-2023,14USU0120N,8042500005,Escolarizada,2,5,,7,,,,0,,,,0,2,5,,7,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
833 2022-2023 14USU0120N 8062200005,833,2022-2023,14USU0120N,8062200005,Escolarizada,2,1,,3,,,,0,,,,0,3,2,,5,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,2
834 2022-2023 14USU0130U 6081100005,834,2022-2023,14USU0130U,6081100005,Escolarizada,2,2,,4,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
835 2022-2023 14USU0130U 7011000002,835,2022-2023,14USU0130U,7011000002,Escolarizada,0,0,,0,,,,0,,,,0,4,4,,8,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
836 2022-2023 14USU0130U 7022600002,836,2022-2023,14USU0130U,7022600002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
837 2022-2023 14USU0130U 7031100005,837,2022-2023,14USU0130U,7031100005,Escolarizada,15,10,,25,,,,0,,,,0,9,8,,17,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
838 2022-2023 14USU0130U 7051100007,838,2022-2023,14USU0130U,7051100007,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
839 2022-2023 14USU0130U 7051300013,839,2022-2023,14USU0130U,7051300013,Escolarizada,4,7,,11,,,,0,,,,0,7,2,,9,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
840 2022-2023 14USU0130U 7081000006,840,2022-2023,14USU0130U,7081000006,Escolarizada,5,1,,6,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
841 2022-2023 14USU0130U 7081100033,841,2022-2023,14USU0130U,7081100033,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
842 2022-2023 14USU0130U 7081100051,842,2022-2023,14USU0130U,7081100051,Escolarizada,2,1,,3,,,,0,,,,0,1,0,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
843 2022-2023 14USU0130U 7081100056,843,2022-2023,14USU0130U,7081100056,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
844 2022-2023 14USU0130U 7081100072,844,2022-2023,14USU0130U,7081100072,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
845 2022-2023 14USU0130U 7095600007,845,2022-2023,14USU0130U,7095600007,Escolarizada,1,6,,7,,,,0,,,,0,1,0,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
846 2022-2023 14USU0130U 7101500016,846,2022-2023,14USU0130U,7101500016,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
847 2022-2023 14USU0130U 8031100002,847,2022-2023,14USU0130U,8031100002,Escolarizada,6,6,,12,,,,1,,,,0,10,5,,15,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
848 2022-2023 14USU0130U 8051100024,848,2022-2023,14USU0130U,8051100024,Escolarizada,1,0,,1,,,,0,,,,0,1,0,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
849 2022-2023 14USU0130U 8051300007,849,2022-2023,14USU0130U,8051300007,Escolarizada,7,4,,11,,,,0,,,,1,7,11,,18,,,,0,,,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
850 2022-2023 14USU0130U 8081100028,850,2022-2023,14USU0130U,8081100028,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
851 2022-2023 14USU0140A 7012602002,851,2022-2023,14USU0140A,7012602002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
852 2022-2023 14USU0140A 7012602009,852,2022-2023,14USU0140A,7012602009,Escolarizada,0,0,,0,,,,0,,,,0,0,4,,4,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
853 2022-2023 14USU0140A 7021300007,853,2022-2023,14USU0140A,7021300007,Escolarizada,3,3,,6,,,,0,,,,0,2,0,,2,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
854 2022-2023 14USU0140A 7021400005,854,2022-2023,14USU0140A,7021400005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
855 2022-2023 14USU0140A 7021400038,855,2022-2023,14USU0140A,7021400038,Escolarizada,6,12,,18,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,,,,0
856 2022-2023 14USU0140A 7021600006,856,2022-2023,14USU0140A,7021600006,Escolarizada,0,0,,0,,,,0,,,,0,3,0,,3,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
857 2022-2023 14USU0140A 7021600019,857,2022-2023,14USU0140A,7021600019,Escolarizada,0,0,,0,,,,0,,,,0,0,3,,3,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,,,,0
858 2022-2023 14USU0140A 7021600021,858,2022-2023,14USU0140A,7021600021,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
859 2022-2023 14USU0140A 7022300036,859,2022-2023,14USU0140A,7022300036,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
860 2022-2023 14USU0140A 7042500117,860,2022-2023,14USU0140A,7042500117,Escolarizada,8,13,,21,,,,0,,,,0,2,3,,5,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
861 2022-2023 14USU0140A 7073100051,861,2022-2023,14USU0140A,7073100051,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
862 2022-2023 14USU0140A 7073100082,862,2022-2023,14USU0140A,7073100082,Escolarizada,11,5,,16,,,,0,,,,0,1,1,,2,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
863 2022-2023 14USU0140A 7073100088,863,2022-2023,14USU0140A,7073100088,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
864 2022-2023 14USU0140A 7073100089,864,2022-2023,14USU0140A,7073100089,Escolarizada,3,3,,6,,,,0,,,,0,7,3,,10,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
865 2022-2023 14USU0140A 7103100003,865,2022-2023,14USU0140A,7103100003,Escolarizada,0,0,,0,,,,0,,,,0,1,3,,4,,,,1,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
866 2022-2023 14USU0140A 8021000010,866,2022-2023,14USU0140A,8021000010,Escolarizada,0,0,,0,,,,0,,,,0,2,0,,2,,,,0,,,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,,,,0
867 2022-2023 14USU0140A 8042100049,867,2022-2023,14USU0140A,8042100049,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
868 2022-2023 14USU0140A 8073100010,868,2022-2023,14USU0140A,8073100010,Escolarizada,5,5,,10,,,,0,,,,0,8,7,,15,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,,,,0
869 2022-2023 14USU0150H 7011500003,869,2022-2023,14USU0150H,7011500003,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
870 2022-2023 14USU0160O 7031100041,870,2022-2023,14USU0160O,7031100041,Escolarizada,2,1,,3,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
871 2022-2023 14USU0160O 7031100253,871,2022-2023,14USU0160O,7031100253,Escolarizada,0,2,,2,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
872 2022-2023 14USU0160O 7031300005,872,2022-2023,14USU0160O,7031300005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
873 2022-2023 14USU0160O 7031300048,873,2022-2023,14USU0160O,7031300048,Escolarizada,1,0,,1,,,,0,,,,0,4,0,,4,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
874 2022-2023 14USU0160O 7033100026,874,2022-2023,14USU0160O,7033100026,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
875 2022-2023 14USU0160O 7042000002,875,2022-2023,14USU0160O,7042000002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
876 2022-2023 14USU0160O 7042100033,876,2022-2023,14USU0160O,7042100033,Escolarizada,3,5,,8,,,,0,,,,0,2,0,,2,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
877 2022-2023 14USU0160O 7052000001,877,2022-2023,14USU0160O,7052000001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
878 2022-2023 14USU0160O 7053100018,878,2022-2023,14USU0160O,7053100018,Escolarizada,1,1,,2,,,,0,,,,0,2,0,,2,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
879 2022-2023 14USU0160O 7061000002,879,2022-2023,14USU0160O,7061000002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
880 2022-2023 14USU0160O 7081100078,880,2022-2023,14USU0160O,7081100078,Escolarizada,0,1,,1,,,,0,,,,0,2,2,,4,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
881 2022-2023 14USU0160O 8031300003,881,2022-2023,14USU0160O,8031300003,Escolarizada,1,1,,2,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
882 2022-2023 14USU0160O 8052000002,882,2022-2023,14USU0160O,8052000002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
883 2022-2023 14USU0160O 8071000012,883,2022-2023,14USU0160O,8071000012,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
884 2022-2023 14USU0160O 8081100033,884,2022-2023,14USU0160O,8081100033,Escolarizada,0,0,,0,,,,0,,,,0,0,1,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
885 2022-2023 14USU0190I 6091323001,885,2022-2023,14USU0190I,6091323001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
886 2022-2023 14USU0190I 6091326001,886,2022-2023,14USU0190I,6091326001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
887 2022-2023 14USU0190I 7011400011,887,2022-2023,14USU0190I,7011400011,Escolarizada,1,1,,2,,,,0,,,,0,2,4,,6,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
888 2022-2023 14USU0190I 7031100103,888,2022-2023,14USU0190I,7031100103,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
889 2022-2023 14USU0190I 7033100026,889,2022-2023,14USU0190I,7033100026,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
890 2022-2023 14USU0190I 7041200034,890,2022-2023,14USU0190I,7041200034,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,1,,1,0,0,,0,0,0,,0,1,1,,2,,,,0
891 2022-2023 14USU0190I 7041400008,891,2022-2023,14USU0190I,7041400008,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
892 2022-2023 14USU0190I 7041400028,892,2022-2023,14USU0190I,7041400028,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
893 2022-2023 14USU0190I 7042000002,893,2022-2023,14USU0190I,7042000002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
894 2022-2023 14USU0190I 7042100033,894,2022-2023,14USU0190I,7042100033,Escolarizada,10,12,,22,,,,0,,,,0,2,6,,8,,,,0,,,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,,,,0
895 2022-2023 14USU0190I 7042200008,895,2022-2023,14USU0190I,7042200008,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
896 2022-2023 14USU0190I 7042300054,896,2022-2023,14USU0190I,7042300054,Escolarizada,2,6,,8,,,,1,,,,0,5,3,,8,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
897 2022-2023 14USU0190I 7051300093,897,2022-2023,14USU0190I,7051300093,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,,,,0
898 2022-2023 14USU0190I 7052300006,898,2022-2023,14USU0190I,7052300006,Escolarizada,5,1,,6,,,,0,,,,0,3,3,,6,,,,0,,,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,,,,0
899 2022-2023 14USU0190I 8042000014,899,2022-2023,14USU0190I,8042000014,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
900 2022-2023 14USU0190I 8042200004,900,2022-2023,14USU0190I,8042200004,Escolarizada,0,1,,1,,,,0,,,,0,2,5,,7,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
901 2022-2023 14USU0190I 8051300007,901,2022-2023,14USU0190I,8051300007,Escolarizada,2,2,,4,,,,0,,,,0,1,2,,3,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
902 2022-2023 14USU0190I 8051300013,902,2022-2023,14USU0190I,8051300013,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
903 2022-2023 14USU0200Z 7033100026,903,2022-2023,14USU0200Z,7033100026,Escolarizada,2,6,,8,,,,0,,,,0,2,3,,5,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
904 2022-2023 14USU0200Z 7041300024,904,2022-2023,14USU0200Z,7041300024,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
905 2022-2023 14USU0200Z 7041300082,905,2022-2023,14USU0200Z,7041300082,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
906 2022-2023 14USU0200Z 7041400008,906,2022-2023,14USU0200Z,7041400008,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
907 2022-2023 14USU0200Z 7042100015,907,2022-2023,14USU0200Z,7042100015,Escolarizada,0,4,,4,,,,0,,,,0,4,2,,6,,,,0,,,,0,1,0,,1,0,0,,0,0,0,,0,1,1,,2,,,,0
908 2022-2023 14USU0200Z 7051300018,908,2022-2023,14USU0200Z,7051300018,Escolarizada,1,3,,4,,,,0,,,,0,2,3,,5,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,,,,0
909 2022-2023 14USU0200Z 7051300079,909,2022-2023,14USU0200Z,7051300079,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
910 2022-2023 14USU0200Z 7052200016,910,2022-2023,14USU0200Z,7052200016,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
911 2022-2023 14USU0200Z 7062200028,911,2022-2023,14USU0200Z,7062200028,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
912 2022-2023 14USU0200Z 7081100073,912,2022-2023,14USU0200Z,7081100073,Escolarizada,0,0,,0,,,,0,,,,0,2,0,,2,,,,0,,,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,,,,0
913 2022-2023 14USU0200Z 8051300007,913,2022-2023,14USU0200Z,8051300007,Escolarizada,0,0,,0,,,,0,,,,0,4,4,,8,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
914 2022-2023 14USU0200Z 8072300004,914,2022-2023,14USU0200Z,8072300004,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
915 2022-2023 14USU0210F 6091323001,915,2022-2023,14USU0210F,6091323001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
916 2022-2023 14USU0210F 6091326001,916,2022-2023,14USU0210F,6091326001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
917 2022-2023 14USU0210F 6091327002,917,2022-2023,14USU0210F,6091327002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
918 2022-2023 14USU0210F 7011400011,918,2022-2023,14USU0210F,7011400011,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
919 2022-2023 14USU0210F 7022600002,919,2022-2023,14USU0210F,7022600002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
920 2022-2023 14USU0210F 7031000067,920,2022-2023,14USU0210F,7031000067,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
921 2022-2023 14USU0210F 7031100176,921,2022-2023,14USU0210F,7031100176,Escolarizada,0,1,,1,,,,0,,,,0,4,3,,7,,,,0,,,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
922 2022-2023 14USU0210F 7031200071,922,2022-2023,14USU0210F,7031200071,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
923 2022-2023 14USU0210F 7031200093,923,2022-2023,14USU0210F,7031200093,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,,,,0
924 2022-2023 14USU0210F 7033100026,924,2022-2023,14USU0210F,7033100026,Escolarizada,0,1,,1,,,,0,,,,0,6,4,,10,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
925 2022-2023 14USU0210F 7042100033,925,2022-2023,14USU0210F,7042100033,Escolarizada,2,2,,4,,,,0,,,,0,1,2,,3,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
926 2022-2023 14USU0210F 7094200035,926,2022-2023,14USU0210F,7094200035,Escolarizada,1,5,,6,,,,0,,,,0,3,4,,7,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,1
927 2022-2023 14USU0210F 7095600015,927,2022-2023,14USU0210F,7095600015,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
928 2022-2023 14USU0210F 7095600030,928,2022-2023,14USU0210F,7095600030,Escolarizada,6,3,,9,,,,0,,,,0,1,0,,1,,,,0,,,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,,,,1
929 2022-2023 14USU0210F 8031000021,929,2022-2023,14USU0210F,8031000021,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,,,,0
930 2022-2023 14USU0210F 8031100026,930,2022-2023,14USU0210F,8031100026,Escolarizada,1,6,,7,,,,0,,,,0,1,4,,5,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,1
931 2022-2023 14USU0210F 8033100003,931,2022-2023,14USU0210F,8033100003,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,1,,1,0,0,,0,0,0,,0,1,1,,2,,,,0
932 2022-2023 14USU0210F 8094200006,932,2022-2023,14USU0210F,8094200006,Escolarizada,1,7,,8,,,,0,,,,0,1,7,,8,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
933 2022-2023 14USU0220M 6081100002,933,2022-2023,14USU0220M,6081100002,Escolarizada,6,4,,10,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
934 2022-2023 14USU0220M 6091323001,934,2022-2023,14USU0220M,6091323001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
935 2022-2023 14USU0220M 6091326001,935,2022-2023,14USU0220M,6091326001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
936 2022-2023 14USU0220M 6092202002,936,2022-2023,14USU0220M,6092202002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
937 2022-2023 14USU0220M 6092207003,937,2022-2023,14USU0220M,6092207003,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
938 2022-2023 14USU0220M 6093202001,938,2022-2023,14USU0220M,6093202001,Escolarizada,0,0,,0,,,,0,,,,0,1,2,,3,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
939 2022-2023 14USU0220M 6093203005,939,2022-2023,14USU0220M,6093203005,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
940 2022-2023 14USU0220M 6093204001,940,2022-2023,14USU0220M,6093204001,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
941 2022-2023 14USU0220M 7011200088,941,2022-2023,14USU0220M,7011200088,Escolarizada,1,2,,3,,,,0,,,,0,1,2,,3,,,,0,,,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,,,,0
942 2022-2023 14USU0220M 7031200038,942,2022-2023,14USU0220M,7031200038,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
943 2022-2023 14USU0220M 7041400028,943,2022-2023,14USU0220M,7041400028,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
944 2022-2023 14USU0220M 7042000002,944,2022-2023,14USU0220M,7042000002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
945 2022-2023 14USU0220M 7042100033,945,2022-2023,14USU0220M,7042100033,Escolarizada,0,0,,0,,,,0,,,,0,6,1,,7,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
946 2022-2023 14USU0220M 7081100023,946,2022-2023,14USU0220M,7081100023,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
947 2022-2023 14USU0220M 7081100068,947,2022-2023,14USU0220M,7081100068,Escolarizada,0,0,,0,,,,0,,,,0,1,0,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
948 2022-2023 14USU0220M 7095600015,948,2022-2023,14USU0220M,7095600015,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0
