row,clave_carrera,nombre_carrera_911,nivel_educativo,campo_clasificacion,modalidad
466,5081100020,Ing. Agrónomo,Licenciatura,Producción y explotación agrícola y ganadera,Escolarizada
467,6091100001,Esp. en Medicina Integrada,Especialidad,Medicina general,Escolarizada
468,6091305006,Esp. en Cirugía Laparoscopia,Especialidad,Medicina de especialidad,Escolarizada
469,6091323003,Esp. en Urgencias Médico Quirúrgicas,Especialidad,Medicina de especialidad,Escolarizada
470,6091338001,Esp. en Otorrinolaringología,Especialidad,Medicina de especialidad,Escolarizada
471,7012603008,Mtría. en Enseñanza Del Ingles Como Lengua Extranjera,Maestría,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
472,7012604060,Mtría. en Ciencias en la Enseñanza de Las Matemáticas,Maestría,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
473,7021100016,Mtría. en Educación y Expresión de Las Artes,Maestría,Bellas artes,Escolarizada
474,7022300022,"Mtría. en Estudios Interculturales de Lengua, Literatura y Cultura Alemanas",Maestría,Literatura,Escolarizada
475,7031300025,Mtría. en Políticas Publicas y Gobiernos Locales,Maestría,Ciencias políticas,Escolarizada
476,7031400020,Mtría. en Relaciones Económicas Internacionales,Maestría,Economía,Escolarizada
477,7052300008,Mtría. en Ciencias en Hidrometereologia,Maestría,Ciencias de la tierra y de la atmósfera,Escolarizada
478,7062200053,Mtría. en Tecnologías de la Información,Maestría,Informática,Escolarizada
479,7071000005,Mtría. en Ciencias y Tecnología,Maestría,"Planes multidisciplinarios o generales del campo de ingeniería mecánica, eléctrica, electrónica, química y profesiones afines",Escolarizada
480,7071200013,Mtría. en Ingeniería Eléctrica,Maestría,Electricidad y generación de energía,Escolarizada
481,7071200022,Mtría. en Ciencias en Ingeniería Del Agua y Energía,Maestría,Electricidad y generación de energía,Escolarizada
482,7073100028,Mtría. en Ciencias en Arquitectura,Maestría,Arquitectura y urbanismo,Escolarizada
483,7073100044,Mtría. en Procesos y Expresión Grafica de la Proyección Arquitectónica Urbana,Maestría,Arquitectura y urbanismo,Escolarizada
484,7081300003,Mtría. en Ciencias de Productos Forestales,Maestría,Silvicultura,Escolarizada
485,7094200008,Mtría. en Nutrición Humana,Maestría,Nutrición,Escolarizada
486,8031500005,Doc. en Cooperación y Bienestar Social,Doctorado,Trabajo y atención social,Escolarizada
487,8052000003,"Doc. en Ciencias (Física, Biofísica y Química)",Doctorado,"Planes multidisciplinarios o generales del campo de ciencias físicas, químicas y de la tierra.",Escolarizada
488,8052100014,Doc. en Ciencias Fisicomatemáticas,Doctorado,Física y astronomía,Escolarizada
489,8052200002,Doc. en Ciencias de Materiales,Doctorado,Química,Escolarizada
490,4062100010,TSU en Telemática,TSU,Telecomunicaciones,Escolarizada
491,5033100011,Lic. en Derecho,Licenciatura,Derecho,Escolarizada
492,5082100003,Medico Veterinario Zootecnista,Licenciatura,Veterinaria,Escolarizada
493,5011100022,Lic. en Educación Indígena,Licenciatura,Diseño curricular y pedagogía,Escolarizada
494,5061300027,Lic. en Sistemas de Información,Licenciatura,Desarrollo de software,Escolarizada
495,5062200026,Lic. en Informática,Licenciatura,Informática,Escolarizada
496,5092100011,Nivelación a Lic. en Enfermería,Licenciatura,Enfermería general y obstetricia,Escolarizada
497,7042100268,Mtría. en Gestión Del Capital Humano y Desarrollo Organizacional,Maestría,Administración de empresas,Escolarizada
498,4042100014,TSU en Gestión de Organizaciones Solidarias,TSU,Administración de empresas,No Escolarizada
499,5042100161,Lic. en Gestión de Organizaciones Solidarias,Licenciatura,Administración de empresas,No Escolarizada
500,5062100055,Lic. en Tecnología E Información,Licenciatura,Telecomunicaciones,No Escolarizada
501,5052200020,Lic. en Ingeniería en Nanotecnología,Licenciatura,Química,Escolarizada
502,5091100010,Medico Cirujano Partero,Licenciatura,Medicina general,Escolarizada
503,7022300034,Mtría. en Literaturas Interamericanas,Maestría,Literatura,Escolarizada
504,7022300037,Mtría. en Estudios Críticos Del Lenguaje,Maestría,Literatura,Escolarizada
505,5031300044,Lic. en Construcción de la Paz y Seguridad,Licenciatura,Ciencias políticas,Escolarizada
506,5012603012,Lic. en Didácticas Del Francés,Licenciatura,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
507,5012603026,Lic. en Docencia Del Ingles,Licenciatura,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
508,5031500011,Lic. Nivelación en Trabajo Social,Licenciatura,Trabajo y atención social,Escolarizada
509,6012603010,Esp. en la Enseñanza Del Alemán Como Lengua Extranjera,Especialidad,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
510,6031500008,Esp. en Educador de la Calle,Especialidad,Trabajo y atención social,Escolarizada
511,7012500020,Mtría. en Educación Superior,Maestría,Formación docente en educación superior,Escolarizada
512,7012603004,Mtría. en Docencia Del Inglés,Maestría,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
513,7012603007,Mtría. en Enseñanza Del Inglés,Maestría,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
514,7012604023,Mtría. en Enseñanza de la Lengua y la Literatura,Maestría,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
515,7021500012,Mtría. en Edición,Maestría,Diseño y comunicación gráfica y editorial,Escolarizada
516,7022300009,Mtría. en Lengua y Literatura Mexicana,Maestría,Literatura,Escolarizada
517,7022600009,Mtría. en Filosofía,Maestría,Filosofía y ética,Escolarizada
518,7031200039,Mtría. en Estudios Sobre la Región,Maestría,Sociología y antropología,Escolarizada
519,7031300007,Mtría. en Ciencias Políticas,Maestría,Ciencias políticas,Escolarizada
520,7033100033,Mtría. en Derecho Civil y Familiar,Maestría,Derecho,Escolarizada
521,7033100040,Mtría. en Derecho Constitucional y Amparo,Maestría,Derecho,Escolarizada
522,7033100066,Mtría. en Derecho Fiscal,Maestría,Derecho,Escolarizada
523,7033100081,Mtría. en Derecho Penal y Criminología,Maestría,Derecho,Escolarizada
524,7033100111,Mtría. en Derecho Administración de Justicia y Seguridad Pública,Maestría,Derecho,Escolarizada
525,7033100112,Mtría. en Derecho Corporativo y Financiero,Maestría,Derecho,Escolarizada
526,7033100113,Mtría. en Derecho Negociación Colectiva y Seguridad Social,Maestría,Derecho,Escolarizada
527,7033100114,Mtría. en Derecho Notarial y Registral y Fiscal,Maestría,Derecho,Escolarizada
528,7073100022,Mtría. en Arquitectura en Diseño Urbano,Maestría,Arquitectura y urbanismo,Escolarizada
529,8022300003,Doc. en Estudios Literarios y Lingüística,Doctorado,Literatura,Escolarizada
530,8033100020,Doc. Interinstitucional en Derecho,Doctorado,Derecho,Escolarizada
531,4071700001,TSU en Sistemas de Calidad,TSU,Ingeniería industrial,Escolarizada
532,4072300002,TSU en Inyección de Plásticos,TSU,"Industrias de materiales diversos (cerámica, madera, plástico y vidrio)",Escolarizada
533,5051200004,Ing. Químico Farmacobiología,Licenciatura,Bioquímica y biofísica,Escolarizada
534,5051200011,Lic. en Químico Farmacobiología,Licenciatura,Bioquímica y biofísica,Escolarizada
535,5051200017,Químico Farmacobiología,Licenciatura,Bioquímica y biofísica,Escolarizada
536,5071100014,Ing. Mecánica,Licenciatura,Mecánica y profesiones afines al trabajo metálico,Escolarizada
537,5071200003,Ing. Eléctrica,Licenciatura,Electricidad y generación de energía,Escolarizada
538,5071300011,Ing. Mecánica y Eléctrica,Licenciatura,"Electrónica, automatización y aplicaciones de la mecánica-eléctrica",Escolarizada
539,5071300016,Lic. en Ingeniería Mecánica Eléctrica,Licenciatura,"Electrónica, automatización y aplicaciones de la mecánica-eléctrica",Escolarizada
540,5071700012,Lic. en Ingeniería Industrial,Licenciatura,Ingeniería industrial,Escolarizada
541,5073200017,Ing. Topógrafo,Licenciatura,Construcción e ingeniería civil,Escolarizada
542,7012604031,Mtría. en Ciencias en Enseñanza de Las Matemáticas,Maestría,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
543,7052100020,Mtría. en Física Teórica,Maestría,Física y astronomía,Escolarizada
544,7052300018,Mtría. Regional en Ciencias de la Tierra,Maestría,Ciencias de la tierra y de la atmósfera,Escolarizada
545,7053100009,Mtría. en Ciencias Matemáticas,Maestría,Matemáticas,Escolarizada
546,7053100013,Mtría. en Matemáticas Aplicadas,Maestría,Matemáticas,Escolarizada
547,7071100004,Mtría. en Ciencias en Ingeniería Mecánica,Maestría,Mecánica y profesiones afines al trabajo metálico,Escolarizada
548,7071100007,Mtría. en Ingeniería Mecánica,Maestría,Mecánica y profesiones afines al trabajo metálico,Escolarizada
549,7071200004,Mtría. en Ciencias de Ingeniería Eléctrica,Maestría,Electricidad y generación de energía,Escolarizada
550,7071300015,Mtría. en Ciencias en Electrónica y Computación,Maestría,"Electrónica, automatización y aplicaciones de la mecánica-eléctrica",Escolarizada
551,7071300037,Mtría. en Ciencias en Ingeniería Electrónica,Maestría,"Electrónica, automatización y aplicaciones de la mecánica-eléctrica",Escolarizada
552,7071600002,Mtría. en Control de la Contaminación Ambiental,Maestría,Tecnología para la protección del medio ambiente,Escolarizada
553,7072100024,Mtría. en Microbiología E Higiene de Los Alimentos,Maestría,Industria de la alimentación,Escolarizada
554,7073200006,Mtría. en Ciencias de la Ingeniería Civil,Maestría,Construcción e ingeniería civil,Escolarizada
555,7073200014,Mtría. en Ingeniería Civil Esp. en Estructuras,Maestría,Construcción e ingeniería civil,Escolarizada
556,7095400002,Mtría. en Farmacia,Maestría,Farmacia,Escolarizada
557,8052300004,Doc. en Ciencias Hidrometereología,Doctorado,Ciencias de la tierra y de la atmósfera,Escolarizada
558,8062200001,Doc. en Ingeniería y Tecnología,Doctorado,Informática,Escolarizada
559,4042200004,TSU en Gestión Hotelera,TSU,Administración turísticas y de restaurantes,Escolarizada
560,4101600009,TSU en Servicios de Hospedaje,TSU,Hospitalidad y turismo,Escolarizada
561,5041300016,Lic. en Finanzas,Licenciatura,"Finanzas, banca y seguros",Escolarizada
562,5042100118,Lic. en Relaciones Industriales,Licenciatura,Administración de empresas,Escolarizada
563,6041100004,Esp. en Comercio Exterior,Especialidad,Negocios y comercio,Escolarizada
564,6041300004,Esp. en Finanzas,Especialidad,"Finanzas, banca y seguros",Escolarizada
565,6041300005,Esp. en Finanzas Bursátiles,Especialidad,"Finanzas, banca y seguros",Escolarizada
566,6041300010,Esp. en Mercados Financieros Internacionales,Especialidad,"Finanzas, banca y seguros",Escolarizada
567,6041400003,Esp. en Análisis de Impuestos,Especialidad,Contabilidad y fiscalización,Escolarizada
568,6041400010,Esp. en Impuestos,Especialidad,Contabilidad y fiscalización,Escolarizada
569,7011400009,Mtría. en Tecnología para el Aprendizaje,Maestría,Tecnología y comunicación educativa,Escolarizada
570,7041400011,Mtría. en Auditoria Integral,Maestría,Contabilidad y fiscalización,Escolarizada
571,4051300001,TSU en Administración de Recursos Naturales,TSU,Ecología y ciencias ambientales,Escolarizada
572,4071600004,TSU en Control de Plagas Urbanas,TSU,Tecnología para la protección del medio ambiente,Escolarizada
573,6041100002,Esp. en Agronegocios,Especialidad,Negocios y comercio,Escolarizada
574,7041100009,Mtría. en Agronegocios,Maestría,Negocios y comercio,Escolarizada
575,8081100016,Doc. en Ciencias Pecuarias,Doctorado,Producción y explotación agrícola y ganadera,Escolarizada
576,4021200007,TSU en Artes Escénicas para la Expresión Dancística,TSU,Artes escénicas,Escolarizada
577,5012602027,Lic. en Música Con Orientación en Pedagogía Musical,Licenciatura,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
578,5021100005,Lic. en Artes Visuales Expresión Plástica,Licenciatura,Bellas artes,Escolarizada
579,5021100020,Lic. en Artes Visuales Expresión Fotográfica,Licenciatura,Bellas artes,Escolarizada
580,5021200007,Lic. en Artes Escénicas Expresión Dancística,Licenciatura,Artes escénicas,Escolarizada
581,5021200008,Lic. en Artes Escénicas Expresión Teatral,Licenciatura,Artes escénicas,Escolarizada
582,5021300070,Lic. en Música Con Orientación en Canto,Licenciatura,Música,Escolarizada
583,5021300071,Lic. en Música Con Orientación en Composición,Licenciatura,Música,Escolarizada
584,5021300072,Lic. en Música Con Orientación en Concertista Solista,Licenciatura,Música,Escolarizada
585,5021300073,Lic. en Música Con Orientación en Dirección Coral,Licenciatura,Música,Escolarizada
586,7021000001,Mtría. en Artes,Maestría,Planes multidisciplinarios o generales del campo de artes,Escolarizada
587,7021300001,Mtría. en Ciencias Musicales Esp. en Etnomusicología,Maestría,Música,Escolarizada
588,7021300018,Mtría. en Ciencias Musicales en el Área de Etnomusicología,Maestría,Música,Escolarizada
589,7021600021,Mtría. en Desarrollo de Productos,Maestría,"Diseño industrial, de moda e interiores",Escolarizada
590,7022300036,Mtría. en Estudios en Literacidad,Maestría,Literatura,Escolarizada
591,7073100004,Mtría. en Historia de la Arquitectura Mexicana,Maestría,Arquitectura y urbanismo,Escolarizada
592,7073100039,Mtría. en Investigación Arquitectónica,Maestría,Arquitectura y urbanismo,Escolarizada
593,4061300005,TSU en Sistemas de Información,TSU,Desarrollo de software,Escolarizada
594,5042100055,Lic. en Administración de Empresas,Licenciatura,Administración de empresas,Escolarizada
595,4021500002,TSU en Diseño Grafico,TSU,Diseño y comunicación gráfica y editorial,Escolarizada
596,4021500005,TSU en Multimedia,TSU,Diseño y comunicación gráfica y editorial,Escolarizada
597,8042200001,Doc. en Desarrollo Sustentable y Turismo,Doctorado,Administración turísticas y de restaurantes,Escolarizada
598,8042200005,Doc. en Ciencias para el Desarrollo,Doctorado,Administración turísticas y de restaurantes,Escolarizada
599,7052200016,Mtría. en Ciencia E Ingeniería de Materiales,Maestría,Química,Escolarizada
600,8072300004,Doc. en Ciencia E Ingeniería de Materiales,Doctorado,"Industrias de materiales diversos (cerámica, madera, plástico y vidrio)",Escolarizada
601,5071300013,Ing. Mecánico y Electricista,Licenciatura,"Electrónica, automatización y aplicaciones de la mecánica-eléctrica",Escolarizada
602,5093100001,Cirujano Dentista,Licenciatura,Estomatología y odontología general,Escolarizada
603,6042100014,Esp. en Administración de Negocios,Especialidad,Administración de empresas,Escolarizada
604,7012604003,Mtría. en Enseñanza de Las Ciencias,Maestría,Formación docente en la enseñanza de asignaturas específicas,Escolarizada
605,4101600010,TSU en Servicios Turísticos,TSU,Hospitalidad y turismo,Escolarizada
606,5101100016,"Lic. en Cultura, Física y Deporte",Licenciatura,Deportes,Escolarizada
607,6091309001,Esp. en Cirugía Plástica,Especialidad,Medicina de especialidad,Escolarizada
608,6091310005,Esp. en Dermatología Medico Quirúrgica,Especialidad,Medicina de especialidad,Escolarizada
609,6091317003,Esp. en Hematología Pediátrica,Especialidad,Medicina de especialidad,Escolarizada
610,6091317009,Esp. en Hemato-Oncologia Pediátrica,Especialidad,Medicina de especialidad,Escolarizada
611,6091319003,Esp. en Alergias E Inmunología Clínica,Especialidad,Medicina de especialidad,Escolarizada
612,6091323004,Esp. en Urgencias Pediátricas,Especialidad,Medicina de especialidad,Escolarizada
613,6091328002,Esp. en Medicina Legal,Especialidad,Medicina de especialidad,Escolarizada
614,6091336008,Esp. en Oncología Quirúrgica,Especialidad,Medicina de especialidad,Escolarizada
615,6091340002,Esp. en Pediatría Medica,Especialidad,Medicina de especialidad,Escolarizada
616,6091342002,Esp. en Endoscopia Ginecológica,Especialidad,Medicina de especialidad,Escolarizada
617,6092204002,Esp. en Enfermería en Salud Publica,Especialidad,Enfermería de especialidad,Escolarizada
618,6093207002,Esp. en Patología y Medicina Bucal,Especialidad,Estomatología y odontología de especialidad,Escolarizada
619,7031100023,Mtría. en Orientación Psicológica,Maestría,Psicología,Escolarizada
620,7031100037,Mtría. en Psicología Con Orientación en Neuropsicología,Maestría,Psicología,Escolarizada
621,7031100038,Mtría. en Psicología Con Orientación en Psicología de la Salud,Maestría,Psicología,Escolarizada
622,7031100039,Mtría. en Psicología Con Orientación en Psicología Educativa,Maestría,Psicología,Escolarizada
623,7031100040,Mtría. en Psicología Con Orientación en Psicología Organizacional,Maestría,Psicología,Escolarizada
624,7031100041,Mtría. en Psicología Con Orientación en Psicología Social,Maestría,Psicología,Escolarizada
625,7031100091,Mtría. en Psicoterapia Psicoanalítica Grupal,Maestría,Psicología,Escolarizada
626,7031500023,Mtría. en Gerontología Social,Maestría,Trabajo y atención social,Escolarizada
627,7051100013,Mtría. en Genética Humana,Maestría,Biología,Escolarizada
628,7091316001,Mtría. en Ginecología,Maestría,Medicina de especialidad,Escolarizada
629,8051200002,Doc. en Biología Molecular en Medicina,Doctorado,Bioquímica y biofísica,Escolarizada
630,8091316001,Doc. en Ginecología,Doctorado,Medicina de especialidad,Escolarizada
631,8095200007,Doc. en Ciencias Biomédicas Inmunología,Doctorado,Biomedicina,Escolarizada
632,8095600008,Doc. en Ciencias Sociomedicas,Doctorado,Salud pública,Escolarizada
633,2021300033,P.M. Técnico en Música,PM,Ciencias de la educación,No Escolarizada
634,2092100004,P.M. Carrera de Enfermería,PM,Negocios y comercio,Escolarizada
635,3081100019,Bachillerato Intercultural Tecnológico Con Orientación en Agropecuario y Forestal,BT,Producción y explotación agrícola y ganadera,Escolarizada
636,3021600008,Bachillerato Intercultural Tecnológico Con Orientación en Diseño y Confección de Prendas de Vestir y Artesanías,BT,"Diseño industrial, de moda e interiores",Escolarizada
637,3073200001,Bachillerato Tecnológico en Diseño y Construcción,BT,Construcción e ingeniería civil,Escolarizada
638,3071700002,Bachillerato Tecnológico Químico en Control de Calidad y Medio Ambiente,BT,Ingeniería industrial,Escolarizada
639,2071200002,P.M. Tecnólogo Profesional en Electricidad Industrial,PM,Electricidad y generación de energía,Escolarizada
640,2071100002,P.M. Tecnólogo Profesional en Mecánica Industrial,PM,Mecánica y profesiones afines al trabajo metálico,Escolarizada
641,2072400003,P.M. Tecnólogo Profesional en Metalurgia y Fundición,PM,"Industria de la minería, extracción y metalurgia",Escolarizada
642,2072300001,P.M. Tecnólogo Profesional en Plásticos,PM,"Industrias de materiales diversos (cerámica, madera, plástico y vidrio)",Escolarizada
643,2071400003,P.M. Tecnólogo Profesional en Procesos Químicos Industriales,PM,Ingeniería de procesos químicos,Escolarizada
644,2062200013,P.M. Tecnólogo Profesional en Sistemas Informáticos,PM,Informática,Escolarizada
645,2072100002,P.M. Tecnólogo Profesional Químico en Análisis y Procesos de Alimentos,PM,Industria de la alimentación,Escolarizada
646,3042000001,Bachillerato Tecnológico en Administración,BT,Planes multidisciplinarios o generales del campo de administración y gestión,Escolarizada
647,3041100005,Bachillerato Tecnológico en Gestión Aduanal y Operaciones Empresariales,BT,Negocios y comercio,Escolarizada
648,2051200001,P.M. Tecnólogo Profesional en Biotecnología,PM,Bioquímica y biofísica,Escolarizada
649,2071200011,P.M. Tecnólogo Profesional en Energías Alternas,PM,Electricidad y generación de energía,Escolarizada
650,2062200007,P.M. Tecnólogo Profesional en Informática,PM,Informática,Escolarizada
651,2072000001,P.M. Tecnólogo Profesional en Procesos de Manufactura Competitiva,PM,Planes multidisciplinarios o generales del campo de manufacturas y procesos.,Escolarizada
652,2062100003,P.M. Tecnólogo Profesional en Telecomunicaciones,PM,Telecomunicaciones,Escolarizada
653,3021700001,Bachillerato Técnico en Cerámica,BT,Artesanía tradicional y manualidades,Escolarizada
654,3042100001,Bachillerato Tecnológico en Administración de Pequeños y Medianos Negocios,BT,Administración de empresas,Escolarizada
655,3095300007,Bachillerato Tecnológico en Citología E Histología,BT,Diagnóstico médico y tecnología del tratamiento,Escolarizada
656,3093100005,Bachillerato Tecnológico en Prótesis Dental,BT,Estomatología y odontología general,Escolarizada
657,3061300004,Bachillerato Técnico en Desarrollo de Software,BT,Desarrollo de software,Escolarizada
658,3073200001,Bachillerato Técnico en Diseño Industrial,BT,Construcción e ingeniería civil,Escolarizada
659,3101600003,Bachillerato Tecnológico en Turismo,BT,Hospitalidad y turismo,Escolarizada
660,3042100026,Bachillerato Tecnológico en Administración de Pequeños y Medianos Negocios,BT,Administración de empresas,Escolarizada
661,3081100003,Bachillerato Tecnológico Agropecuario,BT,Producción y explotación agrícola y ganadera,Escolarizada
